FREQ	GAIN
265.869141	0.091777
265.967000	0.091618
266.235352	0.091183
266.333000	0.091025
266.601562	0.090592
266.699000	0.090435
266.967773	0.090005
267.066000	0.089848
267.333984	0.089421
267.432000	0.089266
267.700195	0.088841
267.798000	0.088687
268.066406	0.088265
268.164000	0.088112
268.432617	0.087692
268.530000	0.087541
268.798828	0.087123
268.897000	0.086971
269.165039	0.086557
269.263000	0.086406
269.531250	0.085995
269.629000	0.085845
269.897461	0.085436
269.995000	0.085287
270.263672	0.084880
270.362000	0.084731
270.629883	0.084328
270.728000	0.084180
270.996094	0.083779
271.094000	0.083632
271.362305	0.083233
271.460000	0.083088
271.728516	0.082691
271.826000	0.082547
272.094727	0.082151
272.193000	0.082007
272.460938	0.081615
272.559000	0.081472
272.827148	0.081083
272.925000	0.080941
273.193359	0.080553
273.291000	0.080413
273.559570	0.080027
