FREQ	GAIN
179.908000	0.461645
180.175781	0.459143
180.274000	0.458230
180.541992	0.455748
180.640000	0.454845
180.908203	0.452383
181.006000	0.451489
181.274414	0.449046
181.373000	0.448153
181.640625	0.445739
181.739000	0.444855
182.006836	0.442461
182.105000	0.441587
182.373047	0.439211
182.471000	0.438346
182.739258	0.435989
182.838000	0.435125
183.105469	0.432795
183.204000	0.431940
183.471680	0.429629
183.570000	0.428784
183.837891	0.426490
183.936000	0.425654
184.204102	0.423379
184.302000	0.422551
184.570312	0.420294
184.669000	0.419467
184.936523	0.417236
185.035000	0.416418
185.302734	0.414204
185.401000	0.413395
185.668945	0.411199
185.767000	0.410398
186.035156	0.408219
186.133000	0.407427
186.401367	0.405265
186.500000	0.404474
186.767578	0.402337
186.866000	0.401554
187.133789	0.399433
187.232000	0.398659
187.500000	0.396555
187.598000	0.395788
187.866211	0.393701
187.964000	0.392943
188.232422	0.390871
188.331000	0.390114
188.598633	0.388066
188.697000	0.387316
188.964844	0.385285
189.063000	0.384543
189.331055	0.382527
189.429000	0.381793
189.697266	0.379793
189.795000	0.379067
190.063477	0.377082
190.162000	0.376357
190.429688	0.374394
190.528000	0.373677
190.795898	0.371729
190.894000	0.371019
191.162109	0.369087
191.260000	0.368385
191.528320	0.366467
191.627000	0.365765
191.894531	0.363870
191.993000	0.363175
192.260742	0.361294
192.359000	0.360607
192.626953	0.358740
192.725000	0.358060
192.993164	0.356208
193.091000	0.355535
193.359375	0.353697
193.458000	0.353024
193.725586	0.351207
193.824000	0.350541
194.091797	0.348738
194.190000	0.348080
194.458008	0.346290
194.556000	0.345638
194.824219	0.343862
194.922000	0.343218
195.190430	0.341455
195.289000	0.340811
195.556641	0.339068
195.655000	0.338431
195.922852	0.336701
196.021000	0.336070
196.289062	0.334354
196.387000	0.333730
196.655273	0.332027
196.753000	0.331409
197.021484	0.329718
197.120000	0.329101
197.387695	0.327430
197.486000	0.326818
197.753906	0.325160
197.852000	0.324555
198.120117	0.322909
198.218000	0.322310
198.486328	0.320676
198.585000	0.320078
198.852539	0.318463
198.951000	0.317871
199.218750	0.316267
199.317000	0.315681
199.584961	0.314090
199.683000	0.313510
199.951172	0.311931
200.000000	0.311644
200.049000	0.311357
200.317383	0.309789
200.416000	0.309216
200.683594	0.307666
200.782000	0.307098
201.049805	0.305560
201.148000	0.304998
201.416016	0.303471
201.514000	0.302915
201.782227	0.301399
201.880000	0.300849
202.148438	0.299344
202.247000	0.298794
202.514648	0.297307
